Symbol,Type,Amount,Currency,PaymentDate
AACG,Cash,$6.00,USD,08/24/2018
AACG,Cash,$0.41,USD,06/15/2017
AACG,Cash,$0.41,USD,07/18/2014
AAL,Cash,$0.10,USD,02/19/2020
AAL,Cash,$0.10,USD,11/20/2019
AAL,Cash,$0.10,USD,08/21/2019
AAL,Cash,$0.10,USD,05/22/2019
AAL,Cash,$0.10,USD,02/20/2019
AAL,Cash,$0.10,USD,11/20/2018
AAL,Cash,$0.10,USD,08/21/2018
AAL,Cash,$0.10,USD,05/22/2018
AAL,Cash,$0.10,USD,02/20/2018
AAL,Cash,$0.10,USD,11/27/2017
AAL,Cash,$0.10,USD,08/28/2017
AAL,Cash,$0.10,USD,05/30/2017
AAL,Cash,$0.10,USD,02/27/2017
AAL,Cash,$0.10,USD,11/21/2016
AAL,Cash,$0.10,USD,08/19/2016
AAL,Cash,$0.10,USD,05/18/2016
AAL,Cash,$0.10,USD,02/24/2016
AAL,Cash,$0.10,USD,11/19/2015
AAL,Cash,$0.10,USD,08/24/2015
AAL,Cash,$0.10,USD,05/18/2015
AAL,Cash,$0.10,USD,02/23/2015
AAL,Cash,$0.10,USD,11/17/2014
AAL,Cash,$0.10,USD,08/18/2014
AAME,Cash,$0.02,USD,09/12/2023
AAME,Cash,$0.02,USD,04/27/2022
AAME,Cash,$0.02,USD,04/27/2021
AAME,Cash,$0.02,USD,04/24/2019
AAME,Cash,$0.02,USD,04/23/2018
AAME,Cash,$0.02,USD,04/24/2017
AAME,Cash,$0.02,USD,04/22/2016
AAME,Cash,$0.02,USD,04/24/2015
AAME,Cash,$0.02,USD,12/05/2014
AAME,Cash,$0.02,USD,04/25/2014
AAON,Cash,$0.08,USD,12/18/2023
AAON,Cash,$0.08,USD,09/29/2023
AAON,Cash,$0.12,USD,06/30/2023
AAON,Cash,$0.12,USD,03/31/2023
AAON,Cash,$0.24,USD,12/16/2022
AAON,Cash,$0.19,USD,07/01/2022
AAON,Cash,$0.19,USD,12/17/2021
AAON,Cash,$0.19,USD,07/01/2021
AAON,Cash,$0.19,USD,12/18/2020
AAON,Cash,$0.19,USD,07/01/2020
AAON,Cash,$0.16,USD,12/18/2019
AAON,Cash,$0.16,USD,07/01/2019
AAON,Cash,$0.16,USD,12/20/2018
AAON,Cash,$0.16,USD,07/06/2018
AAON,Cash,$0.13,USD,12/21/2017
AAON,Cash,$0.13,USD,07/07/2017
AAON,Cash,$0.13,USD,12/23/2016
AAON,Cash,$0.11,USD,07/01/2016
AAON,Cash,$0.11,USD,12/23/2015
AAON,Cash,$0.11,USD,07/01/2015
AAON,Cash,$0.09,USD,12/23/2014
AAON,Cash,$0.13,USD,07/01/2014
AAON,Cash,$0.10,USD,12/23/2013
AAON,Cash,$0.10,USD,07/02/2013
AAPL,Cash,$0.24,USD,11/16/2023
AAPL,Cash,$0.24,USD,08/17/2023
AAPL,Cash,$0.24,USD,05/18/2023
AAPL,Cash,$0.23,USD,02/16/2023
AAPL,Cash,$0.23,USD,11/10/2022
AAPL,Cash,$0.23,USD,08/11/2022
AAPL,Cash,$0.23,USD,05/12/2022
AAPL,Cash,$0.22,USD,02/10/2022
AAPL,Cash,$0.22,USD,11/11/2021
AAPL,Cash,$0.22,USD,08/12/2021
AAPL,Cash,$0.22,USD,05/13/2021
AAPL,Cash,$0.205,USD,02/11/2021
AAPL,Cash,$0.205,USD,11/12/2020
AAPL,Cash,$0.82,USD,08/13/2020
AAPL,Cash,$0.82,USD,05/14/2020
AAPL,Cash,$0.77,USD,02/13/2020
AAPL,Cash,$0.77,USD,11/14/2019
AAPL,Cash,$0.77,USD,08/15/2019
AAPL,Cash,$0.77,USD,05/16/2019
AAPL,Cash,$0.73,USD,02/14/2019
AAPL,Cash,$0.73,USD,11/15/2018
AAPL,Cash,$0.73,USD,08/16/2018
AAPL,Cash,$0.73,USD,05/17/2018
AAPL,Cash,$0.63,USD,02/15/2018
AAPL,Cash,$0.63,USD,11/16/2017
AAPL,Cash,$0.63,USD,08/17/2017
AAPL,Cash,$0.63,USD,05/18/2017
AAPL,Cash,$0.57,USD,02/16/2017
AAPL,Cash,$0.57,USD,11/10/2016
AAPL,Cash,$0.57,USD,08/11/2016
AAPL,Cash,$0.57,USD,05/12/2016
AAPL,Cash,$0.52,USD,02/11/2016
AAPL,Cash,$0.52,USD,11/12/2015
AAPL,Cash,$0.52,USD,08/13/2015
AAPL,Cash,$0.52,USD,05/14/2015
AAPL,Cash,$0.47,USD,02/12/2015
AAPL,Cash,$0.47,USD,11/13/2014
AAPL,Cash,$0.47,USD,08/14/2014
AAPL,Cash,$3.29,USD,05/15/2014
AAPL,Cash,$3.05,USD,02/13/2014
AAPL,Cash,$3.05,USD,11/14/2013
AAPL,Cash,$3.05,USD,08/15/2013
AAPL,Cash,$2.65,USD,02/14/2013
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.12,USD,N/A
AAPL,Cash,$0.11,USD,N/A
AAPL,Cash,$0.11,USD,N/A
AAPL,Cash,$0.11,USD,N/A
AAPL,Cash,$0.11,USD,N/A
AAPL,Cash,$0.10,USD,N/A
AAPL,Cash,$0.10,USD,N/A
AAPL,Cash,$0.10,USD,N/A
AAPL,Cash,$0.10,USD,N/A
ABCB,Cash,$0.15,USD,01/08/2024
ABCB,Cash,$0.15,USD,10/09/2023
ABCB,Cash,$0.15,USD,07/10/2023
ABCB,Cash,$0.15,USD,04/10/2023
ABCB,Cash,$0.15,USD,01/09/2023
ABCB,Cash,$0.15,USD,10/10/2022
ABCB,Cash,$0.15,USD,07/08/2022
ABCB,Cash,$0.15,USD,04/08/2022
ABCB,Cash,$0.15,USD,01/10/2022
ABCB,Cash,$0.15,USD,10/08/2021
ABCB,Cash,$0.15,USD,07/09/2021
ABCB,Cash,$0.15,USD,04/09/2021
ABCB,Cash,$0.15,USD,01/11/2021
ABCB,Cash,$0.15,USD,10/09/2020
ABCB,Cash,$0.15,USD,07/10/2020
ABCB,Cash,$0.15,USD,04/10/2020
ABCB,Cash,$0.15,USD,01/10/2020
ABCB,Cash,$0.15,USD,10/10/2019
ABCB,Cash,$0.10,USD,07/10/2019
ABCB,Cash,$0.10,USD,04/10/2019
ABCB,Cash,$0.10,USD,01/10/2019
ABCB,Cash,$0.10,USD,10/10/2018
ABCB,Cash,$0.10,USD,07/10/2018
ABCB,Cash,$0.10,USD,04/10/2018
ABCB,Cash,$0.10,USD,01/10/2018
ABCB,Cash,$0.10,USD,10/10/2017
ABCB,Cash,$0.10,USD,07/10/2017
ABCB,Cash,$0.10,USD,04/10/2017
ABCB,Cash,$0.10,USD,01/10/2017
ABCB,Cash,$0.10,USD,10/11/2016
ABCB,Cash,$0.05,USD,07/11/2016
ABCB,Cash,$0.05,USD,04/11/2016
ABCB,Cash,$0.05,USD,01/11/2016
ABCB,Cash,$0.05,USD,10/09/2015
ABCB,Cash,$0.05,USD,07/10/2015
ABCB,Cash,$0.05,USD,04/10/2015
ABCB,Cash,$0.05,USD,01/09/2015
ABCB,Cash,$0.05,USD,10/10/2014
ABCB,Cash,$0.05,USD,07/15/2014
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.12,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.10,USD,N/A
ABCB,Cash,$0.095,USD,N/A
ABCB,Cash,$0.095,USD,N/A
ABCB,Cash,$0.095,USD,N/A
ACGLN,Cash,$0.284375,USD,12/31/2023
ACGLN,Cash,$0.284375,USD,09/30/2023
ACGLN,Cash,$0.284375,USD,06/30/2023
ACGLN,Cash,$0.284375,USD,03/31/2023
ACGLN,Cash,$0.284375,USD,12/31/2022
ACGLN,Cash,$0.284375,USD,09/30/2022
ACGLN,Cash,$0.284375,USD,06/30/2022
ACGLN,Cash,$0.284375,USD,03/31/2022
ACGLN,Cash,$0.284375,USD,12/31/2021
ACGLN,Cash,$0.34441,USD,09/30/2021
ACGLO,Cash,$0.340625,USD,12/31/2023
ACGLO,Cash,$0.340625,USD,09/30/2023
ACGLO,Cash,$0.340625,USD,06/30/2023
ACGLO,Cash,$0.340625,USD,03/31/2023
ACGLO,Cash,$0.340625,USD,12/31/2022
ACGLO,Cash,$0.340625,USD,09/30/2022
ACGLO,Cash,$0.340625,USD,06/30/2022
ACGLO,Cash,$0.340625,USD,03/31/2022
ACGLO,Cash,$0.340625,USD,12/31/2021
ACGLO,Cash,$0.340625,USD,09/30/2021
ACGLO,Cash,$0.340625,USD,06/30/2021
ACGLO,Cash,$0.340625,USD,03/31/2021
ACGLO,Cash,$0.340625,USD,12/31/2020
ACGLO,Cash,$0.340625,USD,09/30/2020
ACGLO,Cash,$0.340625,USD,06/30/2020
ACGLO,Cash,$0.340625,USD,03/31/2020
ACGLO,Cash,$0.340625,USD,12/31/2019
ACGLO,Cash,$0.340625,USD,09/30/2019
ACGLO,Cash,$0.340625,USD,06/30/2019
ACGLO,Cash,$0.340625,USD,03/31/2019
ACGLO,Cash,$0.340625,USD,12/31/2018
ACGLO,Cash,$0.340625,USD,09/30/2018
ACGLO,Cash,$0.340625,USD,06/30/2018
ACGLO,Cash,$0.340625,USD,03/31/2018
ACGLO,Cash,$0.50715,USD,01/02/2018
ACIC,Cash,$0.06,USD,03/16/2022
ACIC,Cash,$0.06,USD,11/29/2021
ACIC,Cash,$0.06,USD,08/17/2021
ACIC,Cash,$0.06,USD,05/24/2021
ACIC,Cash,$0.06,USD,03/09/2021
ACIC,Cash,$0.06,USD,11/30/2020
ACIC,Cash,$0.06,USD,08/18/2020
ACIC,Cash,$0.06,USD,05/26/2020
ACIC,Cash,$0.06,USD,03/11/2020
ACIC,Cash,$0.06,USD,11/26/2019
ACIC,Cash,$0.06,USD,08/21/2019
ACIC,Cash,$0.06,USD,05/21/2019
ACIC,Cash,$0.06,USD,03/13/2019
ACIC,Cash,$0.06,USD,11/27/2018
ACIC,Cash,$0.06,USD,08/20/2018
ACIC,Cash,$0.06,USD,05/29/2018
ACIC,Cash,$0.06,USD,03/14/2018
ACIC,Cash,$0.06,USD,11/29/2017
ACIC,Cash,$0.06,USD,08/28/2017
ACIC,Cash,$0.06,USD,05/30/2017
ACIC,Cash,$0.06,USD,03/15/2017
ACIC,Cash,$0.06,USD,11/30/2016
ACIC,Cash,$0.06,USD,08/31/2016
ACIC,Cash,$0.06,USD,05/26/2016
ACIC,Cash,$0.05,USD,03/18/2016
ACIC,Cash,$0.05,USD,11/27/2015
ACIC,Cash,$0.05,USD,08/28/2015
ACIC,Cash,$0.05,USD,05/29/2015
ACIC,Cash,$0.05,USD,03/06/2015
ACIC,Cash,$0.04,USD,11/28/2014
ACIC,Cash,$0.04,USD,08/22/2014
ACIC,Cash,$0.04,USD,05/23/2014
ACIC,Cash,$0.04,USD,03/21/2014
ACIC,Cash,$0.03,USD,12/13/2013
ACIC,Cash,$0.03,USD,09/13/2013
ACIC,Cash,$0.03,USD,12/31/2012
ACNB,Cash,$0.30,USD,12/15/2023
ACNB,Cash,$0.28,USD,09/15/2023
ACNB,Cash,$0.28,USD,06/15/2023
ACNB,Cash,$0.28,USD,03/15/2023
ACNB,Cash,$0.28,USD,12/15/2022
ACNB,Cash,$0.26,USD,09/15/2022
ACNB,Cash,$0.26,USD,06/15/2022
ACNB,Cash,$0.26,USD,03/15/2022
ACNB,Cash,$0.26,USD,12/15/2021
ACNB,Cash,$0.25,USD,09/15/2021
ACNB,Cash,$0.27,USD,06/15/2021
ACNB,Cash,$0.25,USD,03/15/2021
ACNB,Cash,$0.25,USD,12/15/2020
ACNB,Cash,$0.25,USD,09/15/2020
ACNB,Cash,$0.25,USD,06/15/2020
ACNB,Cash,$0.25,USD,03/13/2020
ACNB,Cash,$0.25,USD,12/13/2019
ACNB,Cash,$0.25,USD,09/13/2019
ACNB,Cash,$0.25,USD,06/14/2019
ACNB,Cash,$0.23,USD,03/15/2019
ACNB,Cash,$0.23,USD,12/14/2018
ACNB,Cash,$0.23,USD,09/14/2018
ACNB,Cash,$0.23,USD,06/15/2018
ACNB,Cash,$0.20,USD,03/15/2018
ACNB,Cash,$0.20,USD,12/15/2017
ACNB,Cash,$0.20,USD,09/15/2017
ACNB,Cash,$0.20,USD,06/15/2017
ACNB,Cash,$0.20,USD,03/15/2017
ACNB,Cash,$0.20,USD,12/15/2016
ACNB,Cash,$0.20,USD,09/15/2016
ACNB,Cash,$0.20,USD,06/15/2016
ACNB,Cash,$0.20,USD,03/15/2016
ACNB,Cash,$0.20,USD,12/15/2015
ACNB,Cash,$0.20,USD,09/15/2015
ACNB,Cash,$0.20,USD,06/15/2015
ACNB,Cash,$0.20,USD,03/13/2015
ACNB,Cash,$0.20,USD,12/15/2014
ACNB,Cash,$0.19,USD,09/15/2014
ACNB,Cash,$0.19,USD,06/13/2014
ACNB,Cash,$0.19,USD,03/14/2014
ACNB,Cash,$0.19,USD,12/13/2013
ACNB,Cash,$0.19,USD,09/13/2013
ACNB,Cash,$0.20,USD,06/15/2001
ACNB,Cash,$0.20,USD,03/15/2001
ACNB,Cash,$0.27,USD,12/15/2000
ACNB,Cash,$0.20,USD,09/15/2000
ACNB,Cash,$0.20,USD,06/15/2000
ACNB,Cash,$0.20,USD,03/15/2000
ACNB,Cash,$0.25,USD,12/15/1999
ACNB,Cash,$0.20,USD,09/15/1999
ACNB,Cash,$0.20,USD,06/15/1999
ACNB,Cash,$0.20,USD,03/15/1999
ACNB,Cash,$0.25,USD,12/15/1998
ACNT,Cash,$0.25,USD,12/12/2018
ACNT,Cash,$0.13,USD,11/06/2017
ACNT,Cash,$0.30,USD,12/08/2015
ACNT,Cash,$0.30,USD,12/09/2014
ACNT,Cash,$0.26,USD,12/03/2013
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.05,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.08,USD,N/A
ACNT,Cash,$0.08,USD,N/A
ACNT,Cash,$0.08,USD,N/A
ACNT,Cash,$0.08,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.10,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.09,USD,N/A
ACNT,Cash,$0.08,USD,N/A
ACNT,Cash,$0.08,USD,N/A
ACNT,Cash,$0.08,USD,N/A
ACNT,Cash,$0.12,USD,N/A
ACNT,Cash,$0.11,USD,N/A
ACNT,Cash,$0.11,USD,N/A
ACT,Cash,$0.87,USD,12/05/2023
ACT,Cash,$0.16,USD,09/13/2023
ACT,Cash,$0.16,USD,06/14/2023
ACT,Cash,$0.14,USD,03/09/2023
ACT,Cash,$1.26,USD,12/06/2022
ACT,Cash,$0.14,USD,09/09/2022
ACT,Cash,$0.14,USD,05/26/2022
ACT,Cash,$1.23,USD,12/15/2021
ACTG,Cash,$0.125,USD,11/30/2015
ACTG,Cash,$0.125,USD,08/31/2015
ACTG,Cash,$0.125,USD,05/29/2015
ACTG,Cash,$0.125,USD,03/30/2015
ACTG,Cash,$0.125,USD,11/28/2014
ACTG,Cash,$0.125,USD,08/31/2014
ACTG,Cash,$0.125,USD,05/30/2014
ACTG,Cash,$0.125,USD,03/31/2014
ACTG,Cash,$0.125,USD,11/29/2013
ACTG,Cash,$0.125,USD,08/30/2013
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.0125,USD,N/A
ADBE,Cash,$0.025,USD,N/A
ADBE,Cash,$0.025,USD,N/A
ADBE,Cash,$0.025,USD,N/A
ADBE,Cash,$0.025,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.10,USD,N/A
ADBE,Cash,$0.10,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.08,USD,N/A
ADBE,Cash,$0.06,USD,N/A
ADBE,Cash,$0.06,USD,N/A
ADBE,Cash,$0.06,USD,N/A
ADBE,Cash,$0.06,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.05,USD,N/A
ADBE,Cash,$0.04,USD,N/A
ADEA,Cash,$0.05,USD,12/18/2023
ADEA,Cash,$0.05,USD,09/18/2023
ADEA,Cash,$0.05,USD,06/20/2023
ADEA,Cash,$0.05,USD,03/29/2023
ADEA,Cash,$0.05,USD,12/21/2022
ADEA,Cash,$0.05,USD,09/19/2022
ADEA,Cash,$0.05,USD,06/21/2022
ADEA,Cash,$0.05,USD,03/30/2022
ADEA,Cash,$0.05,USD,12/20/2021
ADEA,Cash,$0.05,USD,09/14/2021
ADEA,Cash,$0.05,USD,06/15/2021
ADEA,Cash,$0.05,USD,03/30/2021
ADEA,Cash,$0.05,USD,12/21/2020
ADEA,Cash,$0.05,USD,09/21/2020
ADEA,Cash,$0.20,USD,05/27/2020
ADEA,Cash,$0.20,USD,03/25/2020
ADEA,Cash,$0.20,USD,12/18/2019
ADEA,Cash,$0.20,USD,09/17/2019
ADEA,Cash,$0.20,USD,06/19/2019
ADEA,Cash,$0.20,USD,03/27/2019
ADEA,Cash,$0.20,USD,12/19/2018
ADEA,Cash,$0.20,USD,09/06/2018
ADEA,Cash,$0.20,USD,06/14/2018
ADEA,Cash,$0.20,USD,03/22/2018
ADEA,Cash,$0.20,USD,12/13/2017
ADEA,Cash,$0.20,USD,09/08/2017
ADEA,Cash,$0.20,USD,06/14/2017
ADEA,Cash,$0.20,USD,03/22/2017
ADEA,Cash,$0.20,USD,11/23/2016
ADEA,Cash,$0.20,USD,09/12/2016
ADEA,Cash,$0.20,USD,06/14/2016
ADEA,Cash,$0.20,USD,03/16/2016
ADEA,Cash,$0.20,USD,12/15/2015
ADEA,Cash,$0.20,USD,09/18/2015
ADEA,Cash,$0.20,USD,06/17/2015
ADEA,Cash,$0.20,USD,03/24/2015
ADEA,Cash,$0.10,USD,12/17/2014
ADEA,Cash,$0.10,USD,09/23/2014
ADEA,Cash,$0.62,USD,06/25/2014
ADEA,Cash,$0.10,USD,03/26/2014
ADEA,Cash,$0.10,USD,12/12/2013
ADEA,Cash,$0.10,USD,09/19/2013
ADEA,Cash,$0.40,USD,N/A
ADES,Cash,$0.25,USD,03/10/2020
ADES,Cash,$0.25,USD,12/13/2019
ADES,Cash,$0.25,USD,09/06/2019
ADES,Cash,$0.25,USD,06/07/2019
ADES,Cash,$0.25,USD,03/07/2019
ADES,Cash,$0.25,USD,12/06/2018
ADES,Cash,$0.25,USD,09/06/2018
ADES,Cash,$0.25,USD,06/08/2018
ADES,Cash,$0.25,USD,03/08/2018
ADES,Cash,$0.25,USD,12/06/2017
ADES,Cash,$0.25,USD,09/07/2017
ADES,Cash,$0.25,USD,07/17/2017
ADI,Cash,$0.86,USD,12/14/2023
ADI,Cash,$0.86,USD,09/14/2023
ADI,Cash,$0.86,USD,06/14/2023
ADI,Cash,$0.86,USD,03/08/2023
ADI,Cash,$0.76,USD,12/15/2022
ADI,Cash,$0.76,USD,09/08/2022
ADI,Cash,$0.76,USD,06/09/2022
ADI,Cash,$0.76,USD,03/08/2022
ADI,Cash,$0.69,USD,12/14/2021
ADI,Cash,$0.69,USD,09/08/2021
ADI,Cash,$0.69,USD,06/08/2021
ADI,Cash,$0.69,USD,03/09/2021
ADI,Cash,$0.62,USD,12/15/2020
ADI,Cash,$0.62,USD,09/09/2020
ADI,Cash,$0.62,USD,06/09/2020
ADI,Cash,$0.62,USD,03/10/2020
ADI,Cash,$0.54,USD,12/17/2019
ADI,Cash,$0.54,USD,09/11/2019
ADI,Cash,$0.54,USD,06/11/2019
ADI,Cash,$0.54,USD,03/12/2019
ADI,Cash,$0.48,USD,12/10/2018
ADI,Cash,$0.48,USD,09/12/2018
ADI,Cash,$0.48,USD,06/19/2018
ADI,Cash,$0.48,USD,03/20/2018
ADI,Cash,$0.45,USD,12/12/2017
ADI,Cash,$0.45,USD,09/19/2017
ADI,Cash,$0.45,USD,06/20/2017
ADI,Cash,$0.45,USD,03/07/2017
ADI,Cash,$0.42,USD,12/13/2016
ADI,Cash,$0.42,USD,09/07/2016
ADI,Cash,$0.42,USD,06/07/2016
ADI,Cash,$0.42,USD,03/08/2016
ADI,Cash,$0.40,USD,12/15/2015
ADI,Cash,$0.40,USD,09/09/2015
ADI,Cash,$0.40,USD,06/09/2015
ADI,Cash,$0.40,USD,03/10/2015
ADI,Cash,$0.37,USD,12/16/2014
ADI,Cash,$0.37,USD,09/17/2014
ADI,Cash,$0.37,USD,06/10/2014
ADI,Cash,$0.37,USD,03/11/2014
ADI,Cash,$0.34,USD,12/17/2013
ADI,Cash,$0.34,USD,09/11/2013
ADI,Cash,$0.30,USD,03/28/2012
ADI,Cash,$0.25,USD,12/21/2011
ADI,Cash,$0.25,USD,09/14/2011
ADI,Cash,$0.25,USD,06/15/2011
ADI,Cash,$0.22,USD,03/23/2011
ADI,Cash,$0.22,USD,12/22/2010
ADI,Cash,$0.22,USD,09/15/2010
ADI,Cash,$0.22,USD,06/16/2010
ADI,Cash,$0.20,USD,03/24/2010
ADI,Cash,$0.20,USD,12/23/2009
ADI,Cash,$0.20,USD,09/16/2009
ADI,Cash,$0.20,USD,06/17/2009
ADI,Cash,$0.20,USD,12/24/2008
ADI,Cash,$0.20,USD,09/17/2008
ADI,Cash,$0.20,USD,06/18/2008
ADI,Cash,$0.18,USD,03/26/2008
ADI,Cash,$0.18,USD,12/26/2007
ADI,Cash,$0.18,USD,09/19/2007
ADI,Cash,$0.18,USD,06/20/2007
ADI,Cash,$0.18,USD,03/28/2007
ADI,Cash,$0.16,USD,12/13/2006
ADI,Cash,$0.16,USD,09/13/2006
ADI,Cash,$0.16,USD,06/14/2006
ADI,Cash,$0.12,USD,12/14/2005
ADI,Cash,$0.10,USD,09/14/2005
ADI,Cash,$0.10,USD,06/15/2005
ADI,Cash,$0.06,USD,03/16/2005
ADI,Cash,$0.06,USD,12/22/2004
ADI,Cash,$0.06,USD,09/15/2004
ADP,Cash,$1.40,USD,01/01/2024
ADP,Cash,$1.25,USD,10/01/2023
ADP,Cash,$1.25,USD,07/01/2023
ADP,Cash,$1.25,USD,04/01/2023
ADP,Cash,$1.25,USD,01/01/2023
ADP,Cash,$1.04,USD,10/01/2022
ADP,Cash,$1.04,USD,07/01/2022
ADP,Cash,$1.04,USD,04/01/2022
ADP,Cash,$1.04,USD,01/01/2022
ADP,Cash,$0.93,USD,10/01/2021
ADP,Cash,$0.93,USD,07/01/2021
ADP,Cash,$0.93,USD,04/01/2021
ADP,Cash,$0.93,USD,01/01/2021
ADP,Cash,$0.91,USD,10/01/2020
ADP,Cash,$0.91,USD,07/01/2020
ADP,Cash,$0.91,USD,04/01/2020
ADP,Cash,$0.91,USD,01/01/2020
ADP,Cash,$0.79,USD,10/01/2019
ADP,Cash,$0.79,USD,07/01/2019
ADP,Cash,$0.79,USD,04/01/2019
ADP,Cash,$0.79,USD,01/01/2019
ADP,Cash,$0.69,USD,10/01/2018
ADP,Cash,$0.69,USD,07/01/2018
ADP,Cash,$0.63,USD,04/01/2018
ADP,Cash,$0.63,USD,01/01/2018
ADP,Cash,$0.57,USD,10/01/2017
ADP,Cash,$0.57,USD,07/01/2017
ADP,Cash,$0.57,USD,04/01/2017
ADP,Cash,$0.57,USD,01/01/2017
ADP,Cash,$0.53,USD,10/01/2016
ADP,Cash,$0.53,USD,07/01/2016
